word	C	count	sigma_nor
fumig	2.02004747166	10	1.32583361996
parking	2.02001819105	15	1.31723845759
mésenter	2.01930690115	23	1.29255271718
bêtabloqu	2.01919717576	8	1.32115541028
transsexuel	2.01899308239	7	1.31448721031
rattrapag	2.01887971639	23	1.29247760571
biosécur	2.01876238849	7	1.31442985232
résiduel	2.01823216829	56	1.22200295155
accroch	2.01781148129	28	1.27791634736
protagon	2.01742461417	21	1.29834360369
herbi	2.01720006841	13	1.32173235148
gastroentérolog	2.01712392372	8	1.32065452898
fuselag	2.01705057793	4	1.24690318768
micromammifer	2.01682147093	5	1.28184041326
nutr	2.0167813415	16	1.31369166067
axial	2.01626787569	20	1.30124304021
conjoncturel	2.01614529119	8	1.32041809909
asclépiad	2.01512877029	4	1.24638210867
galliqu	2.0146304955	5	1.28126264805
enver	2.01461389679	8	1.32004812631
jagellon	2.01313482815	4	1.2458414711
tendinit	2.01308047972	13	1.3208564892
réchapp	2.01294286589	8	1.31964441845
ethnomédecin	2.01275792336	13	1.32078791076
jaill	2.01228233519	7	1.31281870074
résoudr	2.01110117516	129	1.15841961265
stochast	2.01099527134	17	1.30954566481
asserment	2.01021984674	9	1.32236785334
hypothalamus	2.00996936402	14	1.31784937924
ultim	2.00978729535	46	1.23696874218
revanch	2.00776087956	115	1.16602559989
endocavitair	2.00723213372	9	1.32166579103
morbillivirus	2.00709454765	5	1.27927540144
tordu	2.00699200871	4	1.24417590675
pétiol	2.00636824519	7	1.31134826602
massacr	2.00618715953	16	1.31158033248
félid	2.00574311849	6	1.29929706456
relégu	2.0053269434	13	1.31920801636
hétérogen	2.00529531992	48	1.23290383215
machaon	2.00415674903	4	1.24340715431
muco-purulent	2.00342519392	7	1.31061652795
télécom	2.00275601022	7	1.31045014716
colloqu	2.00222170809	67	1.20575626555
silicon	2.00175182019	10	1.32164748075
sollicitud	2.00173718302	7	1.31019683365
décompos	2.00117010819	61	1.21306030506
pluri-professionnel	2.00089620945	4	1.24252309146
livedo	2.00048985095	5	1.27753372789
remord	1.99993070764	8	1.31650078388
overdos	1.99960494877	15	1.31308522422
radiumthérap	1.99887457674	5	1.2771077764
électeur	1.99856667578	11	1.3207536274
bodhisattv	1.99850868032	4	1.2418757367
neoforman	1.99809218445	8	1.31605661121
aur	1.99801030365	4	1.24174060683
spumeux	1.9974381281	5	1.27672898162
agit-d	1.99709287964	91	1.18183888099
loter	1.99685312155	7	1.30898249745
innocent	1.99592337137	24	1.28550974394
gnostiqu	1.99579652549	6	1.29675017866
surcontamin	1.99526599926	4	1.24099651601
cowpox	1.9950197508	14	1.3147415276
bug	1.99464659053	4	1.24082856949
medicorum	1.99376666196	7	1.30821510342
bin	1.99294337061	8	1.31481269848
prevenzion	1.9925649093	6	1.29592270359
sierr	1.99208250266	6	1.29579918042
délégatair	1.9915465906	6	1.29566195687
implicit	1.99106088723	19	1.29962573686
domicili	1.99020110274	9	1.3176637852
packag	1.99003003226	4	1.23957683567
thermidor	1.98916628289	4	1.23934263862
ostéocalcin	1.98853489547	6	1.29489079393
hydroxy	1.98819437347	14	1.31332261061
contingent	1.98800332211	20	1.2960188352
ethmoïdit	1.98681554344	6	1.29445054334
ampleur	1.98606046278	109	1.16781282564
dysphas	1.98440758572	12	1.31651854907
sci	1.98265661251	20	1.29503059008
fondu	1.98179374031	10	1.31708096938
désesper	1.98150285084	10	1.31701441237
nach	1.98084149714	8	1.31188898151
arbitrag	1.98014527286	19	1.29757192218
isthme	1.98010861596	5	1.27215914982
récuper	1.97915444091	235	1.1196133416
meurtr	1.97905677018	31	1.26394310383
merd	1.97885652344	6	1.29241258764
matérialis	1.97873137014	17	1.3032424132
e-canc	1.97855300215	7	1.3044324938
hymn	1.978407166	10	1.31630610375
ivre	1.97805415028	6	1.29220713509
pop	1.97747780176	10	1.31609346043
ouï	1.97661484644	27	1.2738460464
stupeur	1.97656546836	14	1.31090509576
audienc	1.97631352906	45	1.2342439307
tradipraticien	1.97553466035	7	1.30368203607
pieux	1.97532560133	7	1.30363005721
phytovirus	1.97482474892	5	1.27076578205
cartographi	1.97421733879	13	1.31259382951
accessoir	1.97264198589	63	1.20716177735
patient-médecin	1.97263365657	7	1.30296075237
that	1.9719330962	18	1.29899183312
voltigeur	1.97180395661	7	1.30275446203
télétransmet	1.97160447645	4	1.23458092961
multisystématis	1.97125848694	4	1.234487118
règle-général	1.97073704891	88	1.18166659457
entérin	1.97025785986	17	1.30158698204
sciur	1.9695163112	4	1.23401474438
chiloens	1.96826982205	4	1.23367677126
histiocyt	1.96822336091	6	1.28968990142
blindag	1.96740118604	5	1.26880817162
